XLitho	YLitho	wavelength
1.004669e-05	6.17109e-06	
		
1.144752e-05	7.571911e-06	
1.116735e-05	6.217784e-06	
		
4.770269e-06	1.191446e-05	
5.097127e-06	1.149421e-05	
		
5.097127e-06	1.149421e-05	
5.423985e-06	1.200784e-05	
		
6.964888e-06	1.172768e-05	
7.10497e-06	1.126074e-05	
		
7.10497e-06	1.126074e-05	
7.198359e-06	1.177437e-05	
